Staff_ID,Department,Role,Shift,Experience_Years,Monthly_Salary
605924,Nursing,Nurse,Evening,6,32390.55
605925,Pharmacy,Technician,Evening,22,171621.41
605926,Surgery,Pharmacist,Night,30,94956.88
605927,Diagnostics,Technician,Night,26,108087.97
605928,Emergency,Coordinator,Evening,15,110902.04
605929,Nursing,Pharmacist,Night,12,99052.95
605930,Emergency,Manager,Morning,28,164670.02
605931,Surgery,Assistant,Evening,26,141297.44
605932,Nursing,Nurse,Night,11,139772.98
605933,Pharmacy,Manager,Night,2,42998.25
605934,Administration,Technician,Evening,15,163875.74
605935,Nursing,Pharmacist,Night,17,86600.11
605936,Administration,Manager,Morning,16,26000.26
605937,Emergency,Coordinator,Morning,26,137963.92
605938,Surgery,Coordinator,Night,17,101115.82
605939,Diagnostics,Coordinator,Morning,21,137031.69
605940,Diagnostics,Technician,Morning,22,151268.71
605941,Pharmacy,Coordinator,Evening,29,150612.94
605942,Nursing,Technician,Night,9,82471.02
605943,Emergency,Pharmacist,Night,20,58014.22
605944,Emergency,Technician,Night,20,82575.99
605945,Pharmacy,Technician,Night,22,137115.53
605946,Nursing,Nurse,Evening,0,67914.42
605947,Nursing,Nurse,Morning,17,148466.54
605948,Nursing,Manager,Night,13,109246.03
605949,Administration,Assistant,Evening,16,113020.02
605950,Diagnostics,Nurse,Morning,7,87441.77
605951,Pharmacy,Pharmacist,Night,7,151338.34
605952,Diagnostics,Nurse,Morning,7,165799.63
605953,Emergency,Technician,Night,30,83699.33
605954,Administration,Pharmacist,Morning,6,164142.02
605955,Diagnostics,Nurse,Evening,7,103042.03
605956,Pharmacy,Pharmacist,Morning,3,82111.36
605957,Surgery,Assistant,Morning,0,69517.46
605958,Pharmacy,Coordinator,Evening,13,137691.82
605959,Nursing,Manager,Morning,22,38693.12
605960,Administration,Pharmacist,Night,20,28291.55
605961,Nursing,Pharmacist,Evening,20,28504.5
605962,Nursing,Manager,Evening,22,148035.67
605963,Surgery,Nurse,Evening,13,90665.71
605964,Nursing,Nurse,Evening,14,171139.61
605965,Diagnostics,Assistant,Night,13,112109.54
605966,Emergency,Pharmacist,Night,14,33687.79
605967,Diagnostics,Manager,Morning,17,129100.5
605968,Diagnostics,Manager,Morning,6,90924.51
605969,Emergency,Coordinator,Evening,30,61607.22
605970,Emergency,Manager,Morning,29,26574.69
605971,Nursing,Nurse,Evening,6,136926.13
605972,Diagnostics,Manager,Night,5,77707.89
605973,Nursing,Nurse,Morning,15,86805.49
605974,Surgery,Technician,Night,3,123484.17
605975,Pharmacy,Nurse,Night,12,78267.51
605976,Pharmacy,Pharmacist,Night,5,56022.49
605977,Nursing,Manager,Night,4,176026.92
605978,Surgery,Technician,Morning,27,91111.81
605979,Administration,Pharmacist,Night,25,56007.92
605980,Administration,Pharmacist,Morning,4,83585.83
605981,Pharmacy,Assistant,Evening,13,155265.01
605982,Diagnostics,Assistant,Night,2,28148.76
605983,Administration,Manager,Night,27,174317.15
605984,Diagnostics,Technician,Night,24,163764.19
605985,Surgery,Nurse,Evening,30,34274.59
605986,Diagnostics,Technician,Night,2,30004.21
605987,Emergency,Manager,Evening,30,128447.14
605988,Surgery,Technician,Morning,22,174775.48
605989,Diagnostics,Nurse,Night,18,135986.98
605990,Emergency,Assistant,Night,17,48792.63
605991,Surgery,Nurse,Evening,16,125016.8
605992,Emergency,Nurse,Night,29,111553.16
605993,Diagnostics,Technician,Night,20,140144.21
605994,Surgery,Pharmacist,Night,21,102126.86
605995,Pharmacy,Nurse,Evening,23,171152.24
605996,Administration,Coordinator,Morning,7,154285.03
605997,Emergency,Nurse,Night,25,156438.44
605998,Pharmacy,Coordinator,Night,2,168647.83
605999,Diagnostics,Pharmacist,Night,14,127670.63
606000,Nursing,Nurse,Evening,18,46935.9
606001,Nursing,Manager,Night,6,37289.55
606002,Diagnostics,Manager,Morning,9,124868.83
606003,Nursing,Coordinator,Night,13,141703.39
606004,Diagnostics,Nurse,Night,8,50352.88
606005,Surgery,Technician,Morning,5,68865.87
606006,Emergency,Nurse,Night,10,127947.02
606007,Emergency,Nurse,Evening,30,88934.66
606008,Surgery,Nurse,Morning,12,136117.72
606009,Emergency,Technician,Evening,13,145991.28
606010,Administration,Pharmacist,Evening,14,89422.34
606011,Emergency,Pharmacist,Evening,14,26884.5
606012,Surgery,Coordinator,Morning,19,179826.17
606013,Pharmacy,Coordinator,Morning,7,77479.26
606014,Emergency,Nurse,Morning,14,85726.22
606015,Pharmacy,Nurse,Evening,22,41445.34
606016,Administration,Pharmacist,Evening,19,142943.64
606017,Surgery,Manager,Morning,12,47428.89
606018,Diagnostics,Pharmacist,Night,4,156427.09
606019,Administration,Technician,Night,30,161057.63
606020,Surgery,Manager,Morning,2,122431.59
606021,Pharmacy,Assistant,Night,5,60795.06
606022,Diagnostics,Assistant,Evening,5,106770.18
606023,Emergency,Pharmacist,Morning,1,107373.94
606024,Surgery,Nurse,Night,20,52404.76
606025,Surgery,Technician,Night,27,107584.3
606026,Nursing,Assistant,Evening,26,129782.1
606027,Diagnostics,Pharmacist,Night,1,168665.35
606028,Emergency,Coordinator,Morning,30,175265.01
606029,Administration,Pharmacist,Morning,1,75202.01
606030,Emergency,Coordinator,Evening,5,137281.83
606031,Emergency,Pharmacist,Night,18,43428.78
606032,Diagnostics,Manager,Evening,2,80286.95
606033,Surgery,Technician,Morning,11,156939.93
606034,Diagnostics,Technician,Evening,30,50716.53
606035,Nursing,Manager,Evening,5,53929.67
606036,Administration,Technician,Evening,16,28852.97
606037,Nursing,Manager,Morning,0,144054.68
606038,Emergency,Nurse,Evening,13,27903.34
606039,Emergency,Manager,Night,29,45301.11
606040,Nursing,Pharmacist,Morning,27,88124.52
606041,Administration,Pharmacist,Evening,20,115845.66
606042,Diagnostics,Manager,Night,29,103060.8
606043,Pharmacy,Technician,Evening,3,36884.02
606044,Nursing,Manager,Night,27,45866.16
606045,Surgery,Coordinator,Night,21,136708.93
606046,Emergency,Pharmacist,Night,22,154635.39
606047,Emergency,Manager,Night,18,57381.16
606048,Administration,Technician,Morning,26,78965.62
606049,Administration,Nurse,Night,27,103696.36
606050,Emergency,Technician,Evening,10,64933.78
606051,Pharmacy,Pharmacist,Evening,17,172934.23
606052,Nursing,Manager,Evening,16,78329.02
606053,Nursing,Assistant,Night,26,109096.49
606054,Administration,Nurse,Morning,5,162513.24
606055,Administration,Pharmacist,Night,21,130417.6
606056,Pharmacy,Nurse,Morning,2,174180.96
606057,Pharmacy,Manager,Evening,0,82227.16
606058,Pharmacy,Coordinator,Morning,15,101332.36
606059,Pharmacy,Assistant,Morning,0,31681.83
606060,Nursing,Nurse,Night,19,159454.93
606061,Nursing,Technician,Morning,9,39147.04
606062,Nursing,Coordinator,Morning,25,77859.11
606063,Surgery,Assistant,Evening,27,155933.1
606064,Administration,Pharmacist,Night,30,57103.19
606065,Surgery,Technician,Morning,16,43691.7
606066,Administration,Manager,Evening,17,90881.6
606067,Diagnostics,Pharmacist,Evening,29,122609.3
606068,Administration,Manager,Evening,14,70894.93
606069,Nursing,Assistant,Morning,27,45857.01
606070,Nursing,Pharmacist,Morning,10,147421.68
606071,Emergency,Technician,Evening,5,48894.62
606072,Surgery,Assistant,Morning,5,88437.24
606073,Diagnostics,Assistant,Night,17,143897.53
606074,Emergency,Nurse,Morning,27,154536.38
606075,Surgery,Assistant,Morning,14,132644.51
606076,Emergency,Coordinator,Evening,14,146626.34
606077,Surgery,Coordinator,Evening,6,60528.92
606078,Pharmacy,Coordinator,Night,1,163932.44
606079,Emergency,Pharmacist,Morning,5,165787.15
606080,Surgery,Assistant,Morning,12,51127.82
606081,Diagnostics,Pharmacist,Night,1,54674.27
606082,Administration,Pharmacist,Evening,2,156417.5
606083,Surgery,Coordinator,Evening,3,168215.57
606084,Pharmacy,Assistant,Morning,19,153151.5
606085,Diagnostics,Nurse,Morning,18,135779.77
606086,Administration,Manager,Evening,24,137424.5
606087,Nursing,Technician,Morning,7,61690.06
606088,Nursing,Nurse,Evening,3,106184.92
606089,Diagnostics,Coordinator,Night,28,66788.13
606090,Emergency,Pharmacist,Night,18,167377.18
606091,Emergency,Pharmacist,Morning,15,88424.95
606092,Diagnostics,Nurse,Morning,22,151573.73
606093,Nursing,Coordinator,Night,8,107382.9
606094,Surgery,Pharmacist,Night,29,68459.34
606095,Nursing,Assistant,Evening,24,41858.02
606096,Administration,Pharmacist,Night,17,47258.4
606097,Surgery,Assistant,Morning,21,74263.21
606098,Diagnostics,Coordinator,Evening,12,90395.43
606099,Diagnostics,Coordinator,Evening,21,161575.46
606100,Surgery,Pharmacist,Evening,5,144788.72
606101,Nursing,Nurse,Evening,2,156410.99
606102,Diagnostics,Manager,Morning,17,33260.39
606103,Diagnostics,Technician,Evening,23,59723.84
606104,Nursing,Assistant,Morning,27,141117.72
606105,Emergency,Technician,Night,29,68222.78
606106,Emergency,Assistant,Night,4,125625.46
606107,Diagnostics,Technician,Night,8,111965.56
606108,Pharmacy,Nurse,Morning,9,72721.43
606109,Administration,Nurse,Night,4,26447.6
606110,Pharmacy,Manager,Morning,21,69518.93
606111,Administration,Assistant,Morning,12,91952.91
606112,Administration,Technician,Night,15,62673.62
606113,Pharmacy,Coordinator,Evening,27,25521.25
606114,Pharmacy,Coordinator,Morning,1,116717.71
606115,Administration,Nurse,Evening,10,163092.59
606116,Emergency,Coordinator,Morning,12,146014
606117,Nursing,Pharmacist,Morning,8,109660.31
606118,Diagnostics,Manager,Morning,22,52832.43
606119,Emergency,Coordinator,Evening,10,164879.48
606120,Surgery,Coordinator,Evening,10,155025.51
606121,Surgery,Manager,Morning,0,175336.81
606122,Administration,Coordinator,Morning,11,168912.72
606123,Diagnostics,Manager,Night,24,135066.57
606124,Diagnostics,Nurse,Night,4,93508.56
606125,Pharmacy,Manager,Night,8,29665.8
606126,Emergency,Manager,Morning,26,142322.36
606127,Surgery,Coordinator,Night,9,159574.31
606128,Administration,Coordinator,Morning,26,82626.98
606129,Nursing,Nurse,Morning,14,53521.42
606130,Nursing,Coordinator,Morning,4,69017.49
606131,Surgery,Nurse,Night,30,113349.04
606132,Administration,Manager,Evening,18,108951.86
606133,Nursing,Pharmacist,Morning,0,130659.88
606134,Administration,Nurse,Night,17,119924.05
606135,Administration,Pharmacist,Evening,3,65418.77
606136,Emergency,Technician,Morning,27,49903.93
606137,Emergency,Pharmacist,Morning,8,28166.31
606138,Nursing,Coordinator,Morning,30,146138.5
606139,Nursing,Manager,Evening,18,74315.39
606140,Pharmacy,Pharmacist,Morning,3,113071.69
606141,Diagnostics,Coordinator,Evening,4,170999.78
606142,Emergency,Nurse,Morning,8,137018.56
606143,Diagnostics,Assistant,Night,6,116424.38
606144,Emergency,Pharmacist,Morning,17,161310.26
606145,Administration,Technician,Morning,22,74415.2
606146,Nursing,Pharmacist,Morning,15,151641.4
606147,Diagnostics,Assistant,Evening,15,104713.65
606148,Administration,Technician,Evening,29,92167.7
606149,Surgery,Technician,Evening,30,105378.05
606150,Administration,Nurse,Night,17,158116.55
606151,Diagnostics,Coordinator,Night,6,34449.76
606152,Nursing,Technician,Morning,20,50523.8
606153,Administration,Coordinator,Night,17,100115.17
606154,Diagnostics,Manager,Morning,12,148843.45
606155,Administration,Pharmacist,Morning,1,69475.81
606156,Pharmacy,Pharmacist,Night,1,47846.28
606157,Diagnostics,Technician,Morning,1,50263.98
606158,Surgery,Manager,Night,5,50118
606159,Nursing,Pharmacist,Night,25,76589.57
606160,Administration,Pharmacist,Morning,0,101255.22
606161,Nursing,Assistant,Evening,2,153357.74
606162,Nursing,Nurse,Night,16,66845.22
606163,Diagnostics,Coordinator,Night,27,172279.94
606164,Diagnostics,Manager,Evening,8,174371.8
606165,Surgery,Manager,Night,22,151279.96
606166,Diagnostics,Pharmacist,Night,26,112270.55
606167,Nursing,Coordinator,Morning,22,179748
606168,Administration,Nurse,Night,26,178441.12
606169,Administration,Technician,Evening,0,116364.64
606170,Administration,Technician,Night,21,109774.24
606171,Surgery,Manager,Morning,22,100165.59
606172,Administration,Nurse,Evening,16,142279.48
606173,Nursing,Assistant,Morning,30,115072.35
606174,Surgery,Manager,Evening,16,114187.46
606175,Surgery,Pharmacist,Night,6,86712.46
606176,Administration,Nurse,Evening,17,170699.25
606177,Administration,Technician,Morning,8,137167.51
606178,Pharmacy,Technician,Evening,6,79253.23
606179,Emergency,Manager,Morning,19,107194.16
606180,Nursing,Pharmacist,Morning,20,38712.22
606181,Nursing,Technician,Evening,7,67447.39
606182,Diagnostics,Technician,Evening,3,40087.74
606183,Diagnostics,Pharmacist,Evening,19,107265.41
606184,Nursing,Coordinator,Night,10,37118.61
606185,Administration,Coordinator,Evening,18,45991.66
606186,Nursing,Pharmacist,Night,15,166394.8
606187,Surgery,Assistant,Morning,11,171803.75
606188,Nursing,Manager,Evening,15,98270.5
606189,Administration,Pharmacist,Evening,9,36478.85
606190,Nursing,Manager,Evening,24,170441.73
606191,Administration,Pharmacist,Evening,20,126104.95
606192,Surgery,Manager,Evening,6,131186.68
606193,Diagnostics,Assistant,Night,3,49238.43
606194,Emergency,Pharmacist,Morning,21,105975.67
606195,Diagnostics,Pharmacist,Evening,28,71924.13
606196,Pharmacy,Pharmacist,Evening,11,126322.5
606197,Emergency,Pharmacist,Night,23,41839.33
606198,Surgery,Assistant,Morning,28,49962.79
606199,Surgery,Coordinator,Night,14,27302.36
606200,Nursing,Manager,Evening,24,47848.94
606201,Administration,Nurse,Evening,14,139189.91
606202,Administration,Manager,Morning,21,47828.73
606203,Surgery,Manager,Morning,30,63735.07
606204,Nursing,Pharmacist,Evening,20,93538.48
606205,Emergency,Manager,Morning,27,55469.97
606206,Pharmacy,Coordinator,Morning,7,135742.08
606207,Pharmacy,Coordinator,Night,6,33613.68
606208,Nursing,Manager,Morning,8,46104.96
606209,Surgery,Technician,Night,8,56934.95
606210,Administration,Technician,Evening,12,51655.65
606211,Emergency,Manager,Night,23,147989.74
606212,Emergency,Assistant,Morning,12,166361.86
606213,Surgery,Manager,Evening,21,117300.04
606214,Diagnostics,Assistant,Morning,6,145110.55
606215,Pharmacy,Coordinator,Morning,0,35405.41
606216,Surgery,Assistant,Morning,8,154355.98
606217,Administration,Assistant,Evening,19,64173.09
606218,Emergency,Technician,Evening,28,146023.6
606219,Nursing,Coordinator,Night,23,25924.64
606220,Nursing,Pharmacist,Evening,18,95432.86
606221,Pharmacy,Technician,Morning,7,64325.39
606222,Administration,Manager,Morning,17,117228.82
606223,Administration,Manager,Night,11,98474.36
606224,Emergency,Assistant,Night,27,162140.32
606225,Surgery,Pharmacist,Evening,21,26958.24
606226,Administration,Technician,Morning,23,65228.16
606227,Emergency,Nurse,Night,6,152381.5
606228,Nursing,Manager,Evening,26,57715.69
606229,Pharmacy,Nurse,Night,29,37887.41
606230,Pharmacy,Technician,Morning,0,49795.94
606231,Nursing,Assistant,Morning,7,76197.52
606232,Administration,Assistant,Evening,20,146628.62
606233,Diagnostics,Coordinator,Morning,7,131353.83
606234,Surgery,Coordinator,Evening,14,76367.26
606235,Diagnostics,Coordinator,Morning,27,156776.48
606236,Surgery,Nurse,Evening,22,54332.91
606237,Diagnostics,Pharmacist,Night,15,177492.43
606238,Surgery,Coordinator,Night,15,99339.77
606239,Emergency,Manager,Evening,18,65735.12
606240,Diagnostics,Technician,Night,10,121666.12
606241,Diagnostics,Nurse,Night,21,77235.68
606242,Surgery,Pharmacist,Evening,1,154679.31
606243,Surgery,Manager,Morning,22,69412.82
606244,Nursing,Nurse,Night,2,120948.6
606245,Pharmacy,Manager,Evening,18,141578.76
606246,Pharmacy,Assistant,Night,14,150898.02
606247,Diagnostics,Pharmacist,Morning,27,29629.72
606248,Diagnostics,Nurse,Evening,28,132138.25
606249,Pharmacy,Coordinator,Night,7,99646.38
606250,Emergency,Technician,Night,24,120123.62
606251,Pharmacy,Pharmacist,Morning,30,34100.88
606252,Emergency,Nurse,Evening,11,66330.37
606253,Emergency,Pharmacist,Morning,21,102404.74
606254,Diagnostics,Assistant,Night,20,160085.77
606255,Administration,Manager,Night,20,46469.98
606256,Emergency,Manager,Morning,9,97037.53
606257,Emergency,Coordinator,Morning,22,86431.31
606258,Administration,Assistant,Night,4,163761.27
606259,Diagnostics,Nurse,Morning,30,136651.29
606260,Diagnostics,Manager,Morning,21,141666.98
606261,Surgery,Coordinator,Night,15,102477.18
606262,Administration,Manager,Evening,21,27590.61
606263,Administration,Pharmacist,Evening,18,41825.61
606264,Diagnostics,Manager,Evening,14,62746.48
606265,Surgery,Coordinator,Morning,5,143462.43
606266,Emergency,Nurse,Evening,12,48148.39
606267,Administration,Assistant,Morning,7,54550.14
606268,Surgery,Pharmacist,Morning,6,37033.12
606269,Emergency,Coordinator,Morning,13,177079.37
606270,Diagnostics,Assistant,Morning,0,165717.31
606271,Diagnostics,Coordinator,Evening,8,41980.67
606272,Surgery,Pharmacist,Night,14,97524.94
606273,Pharmacy,Technician,Morning,14,156230.07
606274,Surgery,Pharmacist,Morning,29,95023.76
606275,Pharmacy,Manager,Evening,17,75968.82
606276,Nursing,Coordinator,Night,28,68009.14
606277,Nursing,Manager,Morning,19,88744.06
606278,Administration,Technician,Night,29,28130.05
606279,Emergency,Nurse,Evening,12,92188.14
606280,Surgery,Pharmacist,Night,15,86121.87
606281,Pharmacy,Assistant,Evening,29,127224.77
606282,Surgery,Coordinator,Night,23,47105.73
606283,Emergency,Nurse,Night,28,56623.16
606284,Emergency,Technician,Evening,21,150842.18
606285,Pharmacy,Manager,Evening,0,36921.07
606286,Administration,Technician,Morning,4,79096.83
606287,Administration,Assistant,Evening,8,123924.8
606288,Pharmacy,Technician,Night,0,78777.13
606289,Pharmacy,Technician,Night,24,131063.56
606290,Surgery,Manager,Night,16,78896.82
606291,Surgery,Assistant,Night,2,68256.26
606292,Administration,Manager,Morning,27,61864.55
606293,Pharmacy,Technician,Morning,17,52539.6
606294,Pharmacy,Technician,Night,20,81250.25
606295,Administration,Assistant,Night,19,164261.09
606296,Diagnostics,Assistant,Evening,5,47864.99
606297,Diagnostics,Technician,Night,17,117194.54
606298,Pharmacy,Coordinator,Night,1,109085.82
606299,Administration,Technician,Morning,21,54020.54
606300,Emergency,Assistant,Evening,29,133834.23
606301,Nursing,Manager,Evening,24,101774.55
606302,Nursing,Manager,Morning,12,94615.9
606303,Surgery,Technician,Evening,14,80095.62
606304,Emergency,Manager,Evening,2,122373.04
606305,Diagnostics,Manager,Evening,2,26418.41
606306,Pharmacy,Coordinator,Night,21,116302.69
606307,Surgery,Coordinator,Morning,6,111455.99
606308,Nursing,Assistant,Night,30,130706.84
606309,Emergency,Nurse,Night,12,42431.29
606310,Nursing,Coordinator,Night,26,151191.32
606311,Emergency,Technician,Evening,12,29551.04
606312,Nursing,Assistant,Night,7,69745
606313,Administration,Assistant,Night,11,106659.08
606314,Diagnostics,Nurse,Evening,15,107174
606315,Emergency,Nurse,Night,17,40521.18
606316,Emergency,Pharmacist,Night,23,93928.25
606317,Administration,Manager,Evening,15,144082.1
606318,Nursing,Pharmacist,Morning,11,67676.07
606319,Pharmacy,Assistant,Night,4,149933.27
606320,Surgery,Assistant,Evening,2,140204.5
606321,Administration,Coordinator,Night,10,160276.47
606322,Pharmacy,Manager,Night,25,72662.45
606323,Administration,Nurse,Evening,3,68118.32
606324,Emergency,Technician,Evening,12,70339.04
606325,Pharmacy,Manager,Morning,18,123801.55
606326,Surgery,Pharmacist,Evening,2,114186.71
606327,Pharmacy,Manager,Night,5,41167.38
606328,Pharmacy,Technician,Evening,11,154150.61
606329,Diagnostics,Assistant,Morning,0,130282.41
606330,Administration,Technician,Night,8,132735.37
606331,Surgery,Technician,Morning,15,163586.72
606332,Nursing,Coordinator,Night,9,161560.15
606333,Diagnostics,Coordinator,Morning,29,97746.7
606334,Diagnostics,Assistant,Morning,11,110107.98
606335,Surgery,Manager,Night,11,48485.46
606336,Emergency,Pharmacist,Morning,4,76686.86
606337,Emergency,Coordinator,Morning,26,152041.49
606338,Emergency,Manager,Night,18,114553.99
606339,Pharmacy,Assistant,Night,22,158608.59
606340,Pharmacy,Coordinator,Night,3,124403.41
606341,Nursing,Technician,Morning,15,84060.15
606342,Pharmacy,Pharmacist,Morning,23,58439.7
606343,Administration,Coordinator,Evening,29,145564.58
606344,Administration,Technician,Night,2,78348.41
606345,Administration,Pharmacist,Evening,8,107724.1
606346,Administration,Pharmacist,Evening,14,173404.46
606347,Diagnostics,Pharmacist,Morning,4,165671.86
606348,Administration,Pharmacist,Night,10,117497.84
606349,Administration,Nurse,Evening,7,28746.66
606350,Emergency,Nurse,Night,1,144698.48
606351,Emergency,Manager,Evening,8,101040.39
606352,Pharmacy,Assistant,Evening,16,56975.42
606353,Nursing,Pharmacist,Morning,24,105757.52
606354,Emergency,Nurse,Morning,4,45792.92
606355,Surgery,Technician,Morning,26,31408.14
606356,Nursing,Pharmacist,Evening,25,122097.6
606357,Administration,Nurse,Morning,14,165252.54
606358,Emergency,Coordinator,Evening,16,66393.11
606359,Pharmacy,Coordinator,Evening,9,72952.19
606360,Emergency,Pharmacist,Morning,13,136788.62
606361,Surgery,Pharmacist,Evening,17,92742.37
606362,Nursing,Assistant,Evening,24,102837.55
606363,Administration,Nurse,Morning,5,65071.32
606364,Diagnostics,Manager,Evening,9,58235.28
606365,Surgery,Nurse,Morning,4,33056
606366,Nursing,Pharmacist,Evening,25,45120.96
606367,Surgery,Manager,Evening,2,151243.21
606368,Administration,Manager,Morning,19,69982.26
606369,Diagnostics,Assistant,Evening,11,32717.81
606370,Surgery,Coordinator,Morning,13,77451.13
606371,Emergency,Manager,Evening,21,120643.74
606372,Administration,Pharmacist,Evening,1,59909.28
606373,Surgery,Manager,Night,9,176842.62
606374,Administration,Technician,Morning,3,34999.47
606375,Nursing,Manager,Evening,17,163208.69
606376,Surgery,Coordinator,Morning,2,57148.21
606377,Surgery,Coordinator,Evening,20,109859.01
606378,Diagnostics,Manager,Morning,24,32733.92
606379,Emergency,Assistant,Morning,12,29253.03
606380,Emergency,Nurse,Evening,1,64469
606381,Nursing,Coordinator,Morning,21,121104.85
606382,Emergency,Coordinator,Night,0,133604.56
606383,Emergency,Pharmacist,Evening,23,59661.72
606384,Pharmacy,Pharmacist,Evening,25,165425.15
606385,Diagnostics,Technician,Night,16,159718.73
606386,Diagnostics,Assistant,Evening,10,84515.17
606387,Emergency,Pharmacist,Morning,22,82943.59
606388,Nursing,Nurse,Evening,3,174905.5
606389,Pharmacy,Technician,Morning,9,95343.2
606390,Surgery,Manager,Evening,13,68860.52
606391,Nursing,Assistant,Night,25,35157.74
606392,Administration,Nurse,Morning,7,94057.96
606393,Surgery,Pharmacist,Morning,26,99333.81
606394,Emergency,Technician,Morning,1,31142.45
606395,Administration,Pharmacist,Morning,2,173253.44
606396,Administration,Coordinator,Evening,3,176662.75
606397,Administration,Assistant,Evening,27,65725.99
606398,Administration,Assistant,Night,17,73938.96
606399,Diagnostics,Assistant,Night,29,52789.27
606400,Administration,Assistant,Evening,0,66227.71
606401,Diagnostics,Nurse,Night,23,100006.14
606402,Diagnostics,Pharmacist,Morning,24,82764.17
606403,Pharmacy,Technician,Night,1,178389.61
606404,Pharmacy,Pharmacist,Night,5,133342.77
606405,Emergency,Nurse,Morning,3,87737.13
606406,Emergency,Technician,Night,4,29437.11
606407,Administration,Pharmacist,Morning,2,30413.53
606408,Nursing,Pharmacist,Evening,4,85235.42
606409,Pharmacy,Coordinator,Morning,27,126607.01
606410,Surgery,Technician,Evening,10,158424.13
606411,Administration,Coordinator,Evening,14,141394.35
606412,Pharmacy,Pharmacist,Night,23,61627.55
606413,Emergency,Assistant,Morning,20,103672
606414,Surgery,Pharmacist,Morning,3,116171.59
606415,Nursing,Manager,Morning,5,119404.29
606416,Administration,Pharmacist,Morning,4,170418.4
606417,Administration,Assistant,Morning,21,83803.53
606418,Pharmacy,Assistant,Evening,28,78041.37
606419,Pharmacy,Manager,Night,17,101736.72
606420,Nursing,Manager,Night,21,144234.73
606421,Surgery,Assistant,Night,13,148178.43
606422,Diagnostics,Nurse,Evening,25,146867.52
606423,Administration,Technician,Evening,30,179498.21
606424,Surgery,Pharmacist,Night,22,62026.11
606425,Surgery,Nurse,Morning,3,138957.55
606426,Nursing,Assistant,Morning,15,131923.31
606427,Emergency,Nurse,Night,14,69680.76
606428,Nursing,Nurse,Morning,5,170508.84
606429,Emergency,Nurse,Night,1,47794.77
606430,Emergency,Manager,Night,26,104411.54
606431,Diagnostics,Nurse,Evening,24,141674.57
606432,Administration,Technician,Night,1,145865.96
606433,Diagnostics,Technician,Morning,18,120744.46
606434,Surgery,Technician,Evening,12,146612.03
606435,Emergency,Assistant,Night,23,90259.55
606436,Emergency,Coordinator,Evening,26,94933.16
606437,Nursing,Nurse,Night,27,57672.73
606438,Diagnostics,Pharmacist,Night,28,117782.53
606439,Nursing,Technician,Night,26,81071.27
606440,Surgery,Nurse,Night,9,81343.98
606441,Surgery,Manager,Evening,15,148468.12
606442,Nursing,Assistant,Evening,6,98406.21
606443,Nursing,Assistant,Evening,23,80594.74
606444,Pharmacy,Technician,Evening,13,63126.29
606445,Emergency,Pharmacist,Morning,7,102733.46
606446,Surgery,Technician,Evening,8,169277.46
606447,Nursing,Pharmacist,Morning,26,120919.85
606448,Nursing,Technician,Morning,2,149871.68
606449,Pharmacy,Manager,Evening,19,80858.45
606450,Nursing,Coordinator,Morning,23,90581.83
606451,Diagnostics,Nurse,Morning,28,44592.96
606452,Surgery,Nurse,Night,11,149412.03
606453,Emergency,Assistant,Night,8,122906.94
606454,Surgery,Coordinator,Morning,29,119804.21
606455,Administration,Technician,Evening,7,141492.39
606456,Pharmacy,Technician,Night,19,53428.02
606457,Emergency,Assistant,Evening,9,125283.1
606458,Nursing,Pharmacist,Evening,24,57887.31
606459,Nursing,Nurse,Evening,18,90216.82
606460,Pharmacy,Technician,Morning,1,82492.43
606461,Nursing,Assistant,Night,10,154349.93
606462,Diagnostics,Nurse,Night,23,137019.13
606463,Pharmacy,Pharmacist,Night,6,178988.09
606464,Administration,Assistant,Morning,17,106103.39
606465,Surgery,Manager,Morning,16,26733.36
606466,Administration,Technician,Night,13,26759.62
606467,Administration,Technician,Evening,13,35713.44
606468,Emergency,Pharmacist,Evening,12,42058.29
606469,Diagnostics,Manager,Evening,27,99892.24
606470,Emergency,Pharmacist,Morning,13,40716.82
606471,Emergency,Coordinator,Morning,20,101831.09
606472,Emergency,Nurse,Night,11,48343.01
606473,Nursing,Pharmacist,Evening,15,79791.7
606474,Nursing,Coordinator,Night,16,111251.97
606475,Nursing,Manager,Evening,12,125586.08
606476,Diagnostics,Manager,Evening,22,54989.12
606477,Diagnostics,Manager,Morning,13,86253.21
606478,Nursing,Nurse,Evening,3,152051.95
606479,Surgery,Nurse,Evening,20,34577.56
606480,Pharmacy,Pharmacist,Night,10,70691.45
606481,Administration,Pharmacist,Night,0,167571.81
606482,Surgery,Pharmacist,Morning,9,79088.23
606483,Diagnostics,Technician,Evening,25,29305.03
606484,Surgery,Assistant,Evening,13,137985.9
606485,Emergency,Manager,Night,8,38557.8
606486,Surgery,Technician,Morning,4,133630.59
606487,Surgery,Coordinator,Morning,16,40992.88
606488,Diagnostics,Assistant,Night,11,117165.32
606489,Surgery,Technician,Morning,7,174378.43
606490,Diagnostics,Nurse,Morning,21,123939.93
606491,Pharmacy,Pharmacist,Evening,12,95599.55
606492,Pharmacy,Manager,Morning,15,47588.31
606493,Surgery,Technician,Morning,10,143192.74
606494,Emergency,Nurse,Evening,26,25975.36
606495,Administration,Coordinator,Morning,16,52914.06
606496,Emergency,Coordinator,Night,24,68283.96
606497,Nursing,Assistant,Evening,30,170839.99
606498,Nursing,Pharmacist,Night,2,50569.53
