Doctor_ID,Doctor_Name,Specialty,Department,Experience_Years
112498,Dr_2497,General Medicine,Emergency,24
112499,Dr_2498,Pediatrics,Diagnostics,13
112500,Dr_2499,ENT,Emergency,20
112501,Dr_2500,Cardiology,Surgery,17
112502,Dr_2501,Dermatology,Medicine,16
112503,Dr_2502,Orthopedics,Emergency,9
112504,Dr_2503,Dermatology,Medicine,2
112505,Dr_2504,Pediatrics,Outpatient,2
112506,Dr_2505,Cardiology,Medicine,1
112507,Dr_2506,Orthopedics,Medicine,29
112508,Dr_2507,Cardiology,Emergency,22
112509,Dr_2508,Cardiology,Emergency,35
112510,Dr_2509,Cardiology,Diagnostics,6
112511,Dr_2510,Orthopedics,Surgery,24
112512,Dr_2511,Dermatology,Emergency,35
112513,Dr_2512,ENT,Emergency,1
112514,Dr_2513,ENT,Diagnostics,17
112515,Dr_2514,Dermatology,Emergency,3
112516,Dr_2515,Cardiology,Outpatient,35
112517,Dr_2516,General Medicine,Outpatient,11
112518,Dr_2517,Oncology,Surgery,34
112519,Dr_2518,Neurology,Emergency,5
112520,Dr_2519,Pediatrics,Surgery,7
112521,Dr_2520,Orthopedics,Medicine,11
112522,Dr_2521,Orthopedics,Diagnostics,17
112523,Dr_2522,Dermatology,Surgery,32
112524,Dr_2523,Orthopedics,Outpatient,22
112525,Dr_2524,Neurology,Outpatient,27
112526,Dr_2525,Dermatology,Surgery,31
112527,Dr_2526,Dermatology,Medicine,5
112528,Dr_2527,Pediatrics,Emergency,3
112529,Dr_2528,Neurology,Medicine,21
112530,Dr_2529,Pediatrics,Medicine,34
112531,Dr_2530,Dermatology,Surgery,9
112532,Dr_2531,ENT,Emergency,8
112533,Dr_2532,Oncology,Surgery,7
112534,Dr_2533,Orthopedics,Emergency,6
112535,Dr_2534,Pediatrics,Emergency,22
112536,Dr_2535,General Medicine,Diagnostics,19
112537,Dr_2536,ENT,Medicine,29
112538,Dr_2537,Cardiology,Medicine,25
112539,Dr_2538,Pediatrics,Outpatient,17
112540,Dr_2539,ENT,Emergency,14
112541,Dr_2540,Oncology,Medicine,20
112542,Dr_2541,Dermatology,Surgery,24
112543,Dr_2542,ENT,Emergency,7
112544,Dr_2543,ENT,Diagnostics,5
112545,Dr_2544,Neurology,Medicine,16
112546,Dr_2545,Dermatology,Diagnostics,35
112547,Dr_2546,Orthopedics,Medicine,35
112548,Dr_2547,Cardiology,Emergency,6
112549,Dr_2548,ENT,Outpatient,18
112550,Dr_2549,Cardiology,Emergency,7
112551,Dr_2550,Dermatology,Emergency,34
112552,Dr_2551,Cardiology,Outpatient,7
112553,Dr_2552,ENT,Medicine,26
112554,Dr_2553,ENT,Surgery,6
112555,Dr_2554,Neurology,Emergency,21
112556,Dr_2555,ENT,Diagnostics,3
112557,Dr_2556,Oncology,Emergency,7
112558,Dr_2557,Dermatology,Outpatient,17
112559,Dr_2558,Pediatrics,Diagnostics,27
112560,Dr_2559,Pediatrics,Diagnostics,8
112561,Dr_2560,Dermatology,Emergency,15
112562,Dr_2561,General Medicine,Medicine,4
112563,Dr_2562,General Medicine,Medicine,9
112564,Dr_2563,Oncology,Medicine,17
112565,Dr_2564,Dermatology,Emergency,5
112566,Dr_2565,Cardiology,Surgery,34
112567,Dr_2566,Dermatology,Diagnostics,32
112568,Dr_2567,Oncology,Medicine,11
112569,Dr_2568,Neurology,Medicine,26
112570,Dr_2569,General Medicine,Diagnostics,8
112571,Dr_2570,Neurology,Diagnostics,32
112572,Dr_2571,General Medicine,Diagnostics,23
112573,Dr_2572,ENT,Outpatient,29
112574,Dr_2573,General Medicine,Medicine,23
112575,Dr_2574,Oncology,Diagnostics,16
112576,Dr_2575,Oncology,Emergency,34
112577,Dr_2576,Cardiology,Medicine,11
112578,Dr_2577,Pediatrics,Medicine,7
112579,Dr_2578,General Medicine,Emergency,19
112580,Dr_2579,Dermatology,Surgery,18
112581,Dr_2580,Orthopedics,Surgery,27
112582,Dr_2581,ENT,Surgery,4
112583,Dr_2582,Dermatology,Surgery,30
112584,Dr_2583,Oncology,Outpatient,33
112585,Dr_2584,Cardiology,Medicine,17
112586,Dr_2585,Dermatology,Medicine,34
112587,Dr_2586,Orthopedics,Medicine,11
112588,Dr_2587,Cardiology,Emergency,16
112589,Dr_2588,Oncology,Surgery,24
112590,Dr_2589,Dermatology,Outpatient,28
112591,Dr_2590,Neurology,Outpatient,29
112592,Dr_2591,General Medicine,Medicine,23
112593,Dr_2592,Neurology,Outpatient,5
112594,Dr_2593,Dermatology,Diagnostics,22
112595,Dr_2594,ENT,Diagnostics,33
112596,Dr_2595,ENT,Diagnostics,12
112597,Dr_2596,Neurology,Medicine,18
112598,Dr_2597,Pediatrics,Diagnostics,31
112599,Dr_2598,Pediatrics,Medicine,5
112600,Dr_2599,Cardiology,Outpatient,24
112601,Dr_2600,Cardiology,Medicine,35
112602,Dr_2601,Pediatrics,Outpatient,7
112603,Dr_2602,ENT,Outpatient,26
112604,Dr_2603,Pediatrics,Diagnostics,30
112605,Dr_2604,ENT,Surgery,8
112606,Dr_2605,Orthopedics,Outpatient,13
112607,Dr_2606,Dermatology,Diagnostics,12
112608,Dr_2607,Orthopedics,Outpatient,7
112609,Dr_2608,Orthopedics,Outpatient,6
112610,Dr_2609,Dermatology,Diagnostics,17
112611,Dr_2610,Neurology,Outpatient,32
112612,Dr_2611,Dermatology,Diagnostics,27
112613,Dr_2612,Cardiology,Medicine,23
112614,Dr_2613,Neurology,Emergency,7
112615,Dr_2614,Orthopedics,Diagnostics,11
112616,Dr_2615,ENT,Outpatient,27
112617,Dr_2616,Oncology,Diagnostics,3
112618,Dr_2617,Dermatology,Outpatient,19
112619,Dr_2618,Pediatrics,Diagnostics,17
112620,Dr_2619,ENT,Surgery,6
112621,Dr_2620,Oncology,Surgery,22
112622,Dr_2621,Dermatology,Surgery,6
112623,Dr_2622,Neurology,Outpatient,1
112624,Dr_2623,Cardiology,Outpatient,4
112625,Dr_2624,ENT,Emergency,17
112626,Dr_2625,Neurology,Diagnostics,13
112627,Dr_2626,Oncology,Medicine,20
112628,Dr_2627,Dermatology,Outpatient,4
112629,Dr_2628,General Medicine,Emergency,34
112630,Dr_2629,ENT,Emergency,5
112631,Dr_2630,General Medicine,Diagnostics,8
112632,Dr_2631,Pediatrics,Surgery,16
112633,Dr_2632,Dermatology,Medicine,33
112634,Dr_2633,Pediatrics,Medicine,21
112635,Dr_2634,Orthopedics,Medicine,35
112636,Dr_2635,Dermatology,Diagnostics,31
112637,Dr_2636,Dermatology,Medicine,3
112638,Dr_2637,ENT,Emergency,14
112639,Dr_2638,Pediatrics,Diagnostics,1
112640,Dr_2639,Pediatrics,Outpatient,9
112641,Dr_2640,Dermatology,Emergency,4
112642,Dr_2641,General Medicine,Surgery,22
112643,Dr_2642,Oncology,Medicine,23
112644,Dr_2643,Orthopedics,Outpatient,32
112645,Dr_2644,Cardiology,Medicine,27
112646,Dr_2645,Pediatrics,Medicine,3
112647,Dr_2646,Cardiology,Emergency,23
112648,Dr_2647,Pediatrics,Medicine,21
112649,Dr_2648,ENT,Diagnostics,16
112650,Dr_2649,ENT,Surgery,2
112651,Dr_2650,Neurology,Surgery,29
112652,Dr_2651,Dermatology,Outpatient,27
112653,Dr_2652,Orthopedics,Medicine,4
112654,Dr_2653,Neurology,Surgery,11
112655,Dr_2654,Cardiology,Diagnostics,2
112656,Dr_2655,Neurology,Surgery,1
112657,Dr_2656,Cardiology,Emergency,33
112658,Dr_2657,ENT,Emergency,18
112659,Dr_2658,Cardiology,Outpatient,19
112660,Dr_2659,Neurology,Medicine,4
112661,Dr_2660,Cardiology,Outpatient,27
112662,Dr_2661,Oncology,Emergency,1
112663,Dr_2662,Orthopedics,Surgery,15
112664,Dr_2663,Dermatology,Surgery,34
112665,Dr_2664,Pediatrics,Medicine,27
112666,Dr_2665,Pediatrics,Emergency,24
112667,Dr_2666,Cardiology,Outpatient,34
112668,Dr_2667,Oncology,Medicine,27
112669,Dr_2668,Orthopedics,Surgery,31
112670,Dr_2669,ENT,Surgery,4
112671,Dr_2670,Orthopedics,Outpatient,3
112672,Dr_2671,Dermatology,Medicine,7
112673,Dr_2672,ENT,Medicine,5
112674,Dr_2673,General Medicine,Emergency,34
112675,Dr_2674,Oncology,Emergency,34
112676,Dr_2675,Oncology,Outpatient,1
112677,Dr_2676,General Medicine,Surgery,20
112678,Dr_2677,Neurology,Surgery,25
112679,Dr_2678,Oncology,Outpatient,33
112680,Dr_2679,Pediatrics,Surgery,34
112681,Dr_2680,Cardiology,Medicine,5
112682,Dr_2681,Oncology,Medicine,34
112683,Dr_2682,Cardiology,Medicine,13
112684,Dr_2683,Orthopedics,Outpatient,32
112685,Dr_2684,Cardiology,Emergency,8
112686,Dr_2685,ENT,Emergency,15
112687,Dr_2686,Pediatrics,Surgery,4
112688,Dr_2687,General Medicine,Outpatient,14
112689,Dr_2688,Pediatrics,Surgery,15
112690,Dr_2689,Cardiology,Diagnostics,9
112691,Dr_2690,Neurology,Surgery,26
112692,Dr_2691,Orthopedics,Medicine,12
112693,Dr_2692,Pediatrics,Outpatient,9
112694,Dr_2693,Neurology,Diagnostics,23
112695,Dr_2694,Neurology,Diagnostics,6
112696,Dr_2695,Neurology,Diagnostics,20
112697,Dr_2696,Neurology,Medicine,23
112698,Dr_2697,Dermatology,Outpatient,15
112699,Dr_2698,Neurology,Surgery,20
112700,Dr_2699,Neurology,Diagnostics,5
112701,Dr_2700,Dermatology,Outpatient,27
112702,Dr_2701,Cardiology,Emergency,13
112703,Dr_2702,General Medicine,Outpatient,14
112704,Dr_2703,Oncology,Medicine,35
112705,Dr_2704,Pediatrics,Emergency,1
112706,Dr_2705,Orthopedics,Diagnostics,21
112707,Dr_2706,ENT,Emergency,29
112708,Dr_2707,Cardiology,Diagnostics,27
112709,Dr_2708,Cardiology,Medicine,8
112710,Dr_2709,Neurology,Emergency,16
112711,Dr_2710,Dermatology,Medicine,9
112712,Dr_2711,Dermatology,Emergency,19
112713,Dr_2712,ENT,Outpatient,16
112714,Dr_2713,Pediatrics,Surgery,4
112715,Dr_2714,Cardiology,Surgery,35
112716,Dr_2715,ENT,Medicine,7
112717,Dr_2716,Pediatrics,Surgery,18
112718,Dr_2717,Orthopedics,Outpatient,2
112719,Dr_2718,Oncology,Outpatient,6
112720,Dr_2719,Dermatology,Emergency,27
112721,Dr_2720,Neurology,Diagnostics,25
112722,Dr_2721,Neurology,Outpatient,25
112723,Dr_2722,Pediatrics,Surgery,10
112724,Dr_2723,Pediatrics,Surgery,18
112725,Dr_2724,Cardiology,Medicine,28
112726,Dr_2725,Orthopedics,Diagnostics,26
112727,Dr_2726,Pediatrics,Medicine,24
112728,Dr_2727,Oncology,Diagnostics,16
112729,Dr_2728,ENT,Medicine,7
112730,Dr_2729,Orthopedics,Emergency,1
112731,Dr_2730,Orthopedics,Outpatient,29
112732,Dr_2731,Oncology,Emergency,34
112733,Dr_2732,Dermatology,Emergency,31
112734,Dr_2733,Oncology,Diagnostics,1
112735,Dr_2734,Dermatology,Emergency,35
112736,Dr_2735,Cardiology,Surgery,24
112737,Dr_2736,Orthopedics,Outpatient,16
112738,Dr_2737,Neurology,Surgery,20
112739,Dr_2738,General Medicine,Surgery,11
112740,Dr_2739,ENT,Outpatient,5
112741,Dr_2740,Cardiology,Surgery,27
112742,Dr_2741,Pediatrics,Emergency,9
112743,Dr_2742,General Medicine,Medicine,8
112744,Dr_2743,Oncology,Outpatient,1
112745,Dr_2744,Oncology,Surgery,32
112746,Dr_2745,Pediatrics,Medicine,12
112747,Dr_2746,Dermatology,Diagnostics,30
112748,Dr_2747,Pediatrics,Surgery,34
112749,Dr_2748,Dermatology,Outpatient,24
112750,Dr_2749,Pediatrics,Diagnostics,10
112751,Dr_2750,Orthopedics,Emergency,1
112752,Dr_2751,Neurology,Medicine,4
112753,Dr_2752,Pediatrics,Diagnostics,3
112754,Dr_2753,Neurology,Emergency,12
112755,Dr_2754,Dermatology,Surgery,35
112756,Dr_2755,Oncology,Diagnostics,28
112757,Dr_2756,Orthopedics,Medicine,35
112758,Dr_2757,General Medicine,Outpatient,2
112759,Dr_2758,Cardiology,Medicine,30
112760,Dr_2759,Orthopedics,Surgery,6
112761,Dr_2760,ENT,Emergency,3
112762,Dr_2761,Neurology,Medicine,26
112763,Dr_2762,Cardiology,Surgery,30
112764,Dr_2763,Dermatology,Emergency,2
112765,Dr_2764,Neurology,Outpatient,13
112766,Dr_2765,Neurology,Emergency,34
112767,Dr_2766,Dermatology,Surgery,25
112768,Dr_2767,ENT,Emergency,24
112769,Dr_2768,Orthopedics,Outpatient,26
112770,Dr_2769,Oncology,Outpatient,19
112771,Dr_2770,Dermatology,Surgery,20
112772,Dr_2771,Cardiology,Medicine,25
112773,Dr_2772,General Medicine,Medicine,24
112774,Dr_2773,Orthopedics,Diagnostics,32
112775,Dr_2774,General Medicine,Outpatient,35
112776,Dr_2775,Dermatology,Diagnostics,18
112777,Dr_2776,Orthopedics,Diagnostics,17
112778,Dr_2777,General Medicine,Outpatient,18
112779,Dr_2778,Dermatology,Surgery,25
112780,Dr_2779,General Medicine,Surgery,18
112781,Dr_2780,Oncology,Outpatient,30
112782,Dr_2781,Oncology,Emergency,11
112783,Dr_2782,Oncology,Emergency,9
112784,Dr_2783,Neurology,Diagnostics,10
112785,Dr_2784,Dermatology,Outpatient,20
112786,Dr_2785,Dermatology,Outpatient,31
112787,Dr_2786,Cardiology,Outpatient,12
112788,Dr_2787,Oncology,Surgery,7
112789,Dr_2788,Cardiology,Diagnostics,10
112790,Dr_2789,Cardiology,Medicine,25
112791,Dr_2790,Oncology,Emergency,26
112792,Dr_2791,Dermatology,Emergency,5
112793,Dr_2792,Orthopedics,Emergency,13
112794,Dr_2793,Oncology,Diagnostics,15
112795,Dr_2794,Neurology,Outpatient,7
112796,Dr_2795,ENT,Diagnostics,3
112797,Dr_2796,Oncology,Diagnostics,30
112798,Dr_2797,General Medicine,Emergency,20
112799,Dr_2798,Orthopedics,Emergency,17
112800,Dr_2799,Orthopedics,Medicine,10
112801,Dr_2800,Pediatrics,Outpatient,7
112802,Dr_2801,Oncology,Outpatient,31
112803,Dr_2802,Cardiology,Medicine,34
112804,Dr_2803,General Medicine,Emergency,35
112805,Dr_2804,Dermatology,Surgery,15
112806,Dr_2805,General Medicine,Surgery,33
112807,Dr_2806,ENT,Surgery,28
112808,Dr_2807,Neurology,Outpatient,20
112809,Dr_2808,General Medicine,Emergency,26
112810,Dr_2809,Oncology,Emergency,22
112811,Dr_2810,Pediatrics,Emergency,22
112812,Dr_2811,Orthopedics,Emergency,29
112813,Dr_2812,General Medicine,Outpatient,11
112814,Dr_2813,Dermatology,Diagnostics,6
112815,Dr_2814,Neurology,Medicine,4
112816,Dr_2815,Orthopedics,Outpatient,18
112817,Dr_2816,ENT,Emergency,17
112818,Dr_2817,ENT,Emergency,16
112819,Dr_2818,General Medicine,Medicine,20
112820,Dr_2819,Neurology,Surgery,15
112821,Dr_2820,ENT,Outpatient,34
112822,Dr_2821,Oncology,Diagnostics,34
112823,Dr_2822,Cardiology,Diagnostics,32
112824,Dr_2823,Cardiology,Outpatient,28
112825,Dr_2824,Neurology,Medicine,8
112826,Dr_2825,Neurology,Surgery,27
112827,Dr_2826,Oncology,Emergency,29
112828,Dr_2827,Dermatology,Surgery,31
112829,Dr_2828,Pediatrics,Surgery,3
112830,Dr_2829,Neurology,Surgery,31
112831,Dr_2830,General Medicine,Medicine,11
112832,Dr_2831,General Medicine,Surgery,17
112833,Dr_2832,Cardiology,Surgery,21
112834,Dr_2833,Neurology,Surgery,28
112835,Dr_2834,Cardiology,Outpatient,27
112836,Dr_2835,Cardiology,Surgery,34
112837,Dr_2836,Pediatrics,Medicine,28
112838,Dr_2837,Orthopedics,Diagnostics,10
112839,Dr_2838,Cardiology,Surgery,31
112840,Dr_2839,Dermatology,Medicine,24
112841,Dr_2840,General Medicine,Outpatient,13
112842,Dr_2841,Dermatology,Outpatient,32
112843,Dr_2842,Orthopedics,Diagnostics,2
112844,Dr_2843,Pediatrics,Medicine,4
112845,Dr_2844,General Medicine,Medicine,12
112846,Dr_2845,General Medicine,Medicine,17
112847,Dr_2846,General Medicine,Diagnostics,34
112848,Dr_2847,Oncology,Surgery,22
112849,Dr_2848,ENT,Emergency,26
112850,Dr_2849,Oncology,Outpatient,9
112851,Dr_2850,Pediatrics,Surgery,29
112852,Dr_2851,General Medicine,Medicine,4
112853,Dr_2852,Oncology,Outpatient,28
112854,Dr_2853,Pediatrics,Outpatient,13
112855,Dr_2854,Oncology,Surgery,4
112856,Dr_2855,Neurology,Diagnostics,35
112857,Dr_2856,Neurology,Emergency,12
112858,Dr_2857,Pediatrics,Emergency,9
112859,Dr_2858,Oncology,Medicine,17
112860,Dr_2859,Pediatrics,Medicine,7
112861,Dr_2860,Oncology,Outpatient,18
112862,Dr_2861,Dermatology,Outpatient,28
112863,Dr_2862,Neurology,Outpatient,32
112864,Dr_2863,Oncology,Emergency,5
112865,Dr_2864,Neurology,Diagnostics,12
112866,Dr_2865,General Medicine,Emergency,12
112867,Dr_2866,Dermatology,Medicine,22
112868,Dr_2867,Pediatrics,Emergency,2
112869,Dr_2868,Neurology,Emergency,2
112870,Dr_2869,Pediatrics,Outpatient,29
112871,Dr_2870,Dermatology,Surgery,19
112872,Dr_2871,General Medicine,Diagnostics,21
112873,Dr_2872,Dermatology,Diagnostics,10
112874,Dr_2873,Cardiology,Surgery,12
112875,Dr_2874,Pediatrics,Surgery,12
112876,Dr_2875,Dermatology,Emergency,19
112877,Dr_2876,Cardiology,Medicine,19
112878,Dr_2877,Cardiology,Emergency,34
112879,Dr_2878,Dermatology,Surgery,19
112880,Dr_2879,Pediatrics,Surgery,27
112881,Dr_2880,ENT,Surgery,11
112882,Dr_2881,General Medicine,Emergency,34
112883,Dr_2882,Pediatrics,Outpatient,15
112884,Dr_2883,Dermatology,Surgery,27
112885,Dr_2884,ENT,Medicine,23
112886,Dr_2885,Orthopedics,Diagnostics,16
112887,Dr_2886,Neurology,Diagnostics,9
112888,Dr_2887,Cardiology,Medicine,2
112889,Dr_2888,Pediatrics,Diagnostics,3
112890,Dr_2889,Cardiology,Medicine,18
112891,Dr_2890,Oncology,Emergency,4
112892,Dr_2891,Cardiology,Medicine,32
112893,Dr_2892,Neurology,Medicine,4
112894,Dr_2893,Neurology,Medicine,29
112895,Dr_2894,Oncology,Emergency,31
112896,Dr_2895,Pediatrics,Outpatient,18
112897,Dr_2896,Cardiology,Emergency,21
112898,Dr_2897,Oncology,Outpatient,9
112899,Dr_2898,Cardiology,Outpatient,12
112900,Dr_2899,Cardiology,Medicine,15
112901,Dr_2900,Orthopedics,Surgery,24
112902,Dr_2901,Dermatology,Outpatient,30
112903,Dr_2902,General Medicine,Medicine,20
112904,Dr_2903,General Medicine,Outpatient,22
112905,Dr_2904,Oncology,Outpatient,14
112906,Dr_2905,General Medicine,Medicine,4
112907,Dr_2906,General Medicine,Diagnostics,5
112908,Dr_2907,Neurology,Diagnostics,6
112909,Dr_2908,Pediatrics,Surgery,8
112910,Dr_2909,Pediatrics,Outpatient,6
112911,Dr_2910,Pediatrics,Emergency,20
112912,Dr_2911,Oncology,Outpatient,10
112913,Dr_2912,Dermatology,Outpatient,1
112914,Dr_2913,Orthopedics,Medicine,4
112915,Dr_2914,General Medicine,Medicine,18
112916,Dr_2915,Neurology,Surgery,30
112917,Dr_2916,Oncology,Diagnostics,28
112918,Dr_2917,Neurology,Emergency,35
112919,Dr_2918,Pediatrics,Medicine,4
112920,Dr_2919,Neurology,Surgery,22
112921,Dr_2920,Dermatology,Diagnostics,1
112922,Dr_2921,Dermatology,Diagnostics,14
112923,Dr_2922,Orthopedics,Outpatient,7
112924,Dr_2923,Dermatology,Emergency,18
112925,Dr_2924,ENT,Diagnostics,27
112926,Dr_2925,Neurology,Emergency,19
112927,Dr_2926,General Medicine,Outpatient,26
112928,Dr_2927,Pediatrics,Surgery,10
112929,Dr_2928,ENT,Emergency,12
112930,Dr_2929,Oncology,Diagnostics,15
112931,Dr_2930,Pediatrics,Medicine,18
112932,Dr_2931,Oncology,Medicine,7
112933,Dr_2932,Cardiology,Outpatient,19
112934,Dr_2933,Cardiology,Medicine,27
112935,Dr_2934,Neurology,Diagnostics,30
112936,Dr_2935,Orthopedics,Emergency,26
112937,Dr_2936,Cardiology,Surgery,25
112938,Dr_2937,ENT,Emergency,30
112939,Dr_2938,Cardiology,Outpatient,24
112940,Dr_2939,General Medicine,Surgery,25
112941,Dr_2940,Cardiology,Outpatient,20
112942,Dr_2941,Oncology,Diagnostics,13
112943,Dr_2942,ENT,Medicine,14
112944,Dr_2943,Cardiology,Medicine,13
112945,Dr_2944,Neurology,Outpatient,1
112946,Dr_2945,ENT,Diagnostics,33
112947,Dr_2946,Cardiology,Outpatient,26
112948,Dr_2947,Pediatrics,Diagnostics,28
112949,Dr_2948,ENT,Diagnostics,14
112950,Dr_2949,ENT,Surgery,11
112951,Dr_2950,ENT,Diagnostics,29
112952,Dr_2951,Neurology,Outpatient,30
112953,Dr_2952,Dermatology,Emergency,25
112954,Dr_2953,Orthopedics,Surgery,29
112955,Dr_2954,General Medicine,Outpatient,21
112956,Dr_2955,Dermatology,Emergency,11
112957,Dr_2956,ENT,Diagnostics,22
112958,Dr_2957,Pediatrics,Diagnostics,16
112959,Dr_2958,ENT,Emergency,24
112960,Dr_2959,Dermatology,Emergency,34
112961,Dr_2960,Dermatology,Diagnostics,31
112962,Dr_2961,Cardiology,Emergency,6
112963,Dr_2962,Pediatrics,Surgery,22
112964,Dr_2963,Orthopedics,Diagnostics,16
112965,Dr_2964,General Medicine,Diagnostics,4
112966,Dr_2965,Dermatology,Emergency,5
112967,Dr_2966,Pediatrics,Diagnostics,33
112968,Dr_2967,ENT,Emergency,11
112969,Dr_2968,Cardiology,Outpatient,3
112970,Dr_2969,Neurology,Surgery,16
112971,Dr_2970,Dermatology,Emergency,5
112972,Dr_2971,Orthopedics,Medicine,20
112973,Dr_2972,Cardiology,Surgery,10
112974,Dr_2973,Oncology,Diagnostics,25
112975,Dr_2974,General Medicine,Medicine,10
112976,Dr_2975,Dermatology,Medicine,16
112977,Dr_2976,General Medicine,Surgery,15
112978,Dr_2977,ENT,Diagnostics,31
112979,Dr_2978,Neurology,Emergency,23
112980,Dr_2979,Oncology,Surgery,7
112981,Dr_2980,Pediatrics,Emergency,11
112982,Dr_2981,General Medicine,Medicine,2
112983,Dr_2982,Orthopedics,Diagnostics,35
112984,Dr_2983,Neurology,Emergency,30
112985,Dr_2984,Oncology,Medicine,16
112986,Dr_2985,General Medicine,Surgery,10
112987,Dr_2986,General Medicine,Diagnostics,20
112988,Dr_2987,Dermatology,Surgery,3
112989,Dr_2988,Dermatology,Surgery,22
112990,Dr_2989,Oncology,Surgery,31
112991,Dr_2990,Neurology,Surgery,27
112992,Dr_2991,Pediatrics,Outpatient,14
112993,Dr_2992,Pediatrics,Surgery,21
112994,Dr_2993,Neurology,Outpatient,9
112995,Dr_2994,Oncology,Surgery,28
112996,Dr_2995,Pediatrics,Outpatient,23
112997,Dr_2996,Dermatology,Surgery,23
112998,Dr_2997,Cardiology,Medicine,35
112999,Dr_2998,ENT,Outpatient,28
113000,Dr_2999,Orthopedics,Emergency,23
113001,Dr_3000,General Medicine,Diagnostics,13
113002,Dr_3001,Oncology,Medicine,5
113003,Dr_3002,General Medicine,Surgery,23
113004,Dr_3003,Pediatrics,Medicine,1
113005,Dr_3004,Oncology,Outpatient,18
113006,Dr_3005,Pediatrics,Outpatient,21
113007,Dr_3006,Orthopedics,Surgery,5
113008,Dr_3007,Dermatology,Surgery,33
113009,Dr_3008,Oncology,Surgery,11
113010,Dr_3009,Pediatrics,Diagnostics,29
113011,Dr_3010,Oncology,Diagnostics,18
113012,Dr_3011,Oncology,Medicine,18
113013,Dr_3012,Neurology,Emergency,25
113014,Dr_3013,ENT,Emergency,9
113015,Dr_3014,Oncology,Surgery,22
113016,Dr_3015,ENT,Medicine,21
113017,Dr_3016,General Medicine,Outpatient,28
113018,Dr_3017,General Medicine,Medicine,5
113019,Dr_3018,General Medicine,Emergency,4
113020,Dr_3019,Neurology,Diagnostics,22
113021,Dr_3020,Oncology,Emergency,22
113022,Dr_3021,Orthopedics,Outpatient,4
113023,Dr_3022,Neurology,Surgery,15
113024,Dr_3023,ENT,Outpatient,17
113025,Dr_3024,Oncology,Medicine,29
113026,Dr_3025,Cardiology,Outpatient,16
113027,Dr_3026,Neurology,Outpatient,33
113028,Dr_3027,Dermatology,Medicine,11
113029,Dr_3028,Oncology,Diagnostics,1
113030,Dr_3029,Oncology,Medicine,5
113031,Dr_3030,ENT,Surgery,35
113032,Dr_3031,Dermatology,Diagnostics,12
113033,Dr_3032,Neurology,Diagnostics,24
113034,Dr_3033,Dermatology,Outpatient,5
113035,Dr_3034,Orthopedics,Emergency,16
113036,Dr_3035,Orthopedics,Emergency,14
113037,Dr_3036,Dermatology,Surgery,20
113038,Dr_3037,Neurology,Medicine,14
113039,Dr_3038,Orthopedics,Outpatient,15
113040,Dr_3039,Pediatrics,Medicine,28
113041,Dr_3040,Pediatrics,Outpatient,2
113042,Dr_3041,Pediatrics,Surgery,32
113043,Dr_3042,Oncology,Medicine,11
113044,Dr_3043,Pediatrics,Outpatient,6
113045,Dr_3044,ENT,Surgery,18
113046,Dr_3045,ENT,Diagnostics,9
113047,Dr_3046,Neurology,Surgery,17
113048,Dr_3047,Dermatology,Medicine,26
113049,Dr_3048,Oncology,Surgery,12
113050,Dr_3049,Pediatrics,Outpatient,1
113051,Dr_3050,Oncology,Medicine,13
113052,Dr_3051,Oncology,Medicine,21
113053,Dr_3052,Neurology,Surgery,18
113054,Dr_3053,General Medicine,Diagnostics,15
113055,Dr_3054,General Medicine,Emergency,34
113056,Dr_3055,Orthopedics,Surgery,5
113057,Dr_3056,Dermatology,Surgery,29
113058,Dr_3057,Orthopedics,Diagnostics,28
113059,Dr_3058,ENT,Surgery,11
113060,Dr_3059,ENT,Surgery,9
113061,Dr_3060,Pediatrics,Diagnostics,32
113062,Dr_3061,Oncology,Medicine,13
113063,Dr_3062,General Medicine,Surgery,5
113064,Dr_3063,General Medicine,Diagnostics,21
113065,Dr_3064,Neurology,Diagnostics,21
113066,Dr_3065,General Medicine,Diagnostics,12
113067,Dr_3066,Orthopedics,Emergency,20
113068,Dr_3067,Oncology,Outpatient,10
113069,Dr_3068,Neurology,Emergency,2
113070,Dr_3069,General Medicine,Diagnostics,29
113071,Dr_3070,ENT,Emergency,3
113072,Dr_3071,Dermatology,Emergency,21
113073,Dr_3072,General Medicine,Emergency,7
113074,Dr_3073,Oncology,Medicine,23
113075,Dr_3074,Oncology,Emergency,33
113076,Dr_3075,General Medicine,Surgery,32
113077,Dr_3076,Neurology,Diagnostics,20
113078,Dr_3077,Dermatology,Surgery,34
113079,Dr_3078,Cardiology,Emergency,1
113080,Dr_3079,Cardiology,Surgery,19
113081,Dr_3080,General Medicine,Emergency,23
113082,Dr_3081,Neurology,Emergency,28
113083,Dr_3082,Orthopedics,Emergency,8
113084,Dr_3083,Dermatology,Medicine,29
113085,Dr_3084,Oncology,Emergency,32
113086,Dr_3085,Orthopedics,Surgery,28
113087,Dr_3086,Pediatrics,Medicine,3
113088,Dr_3087,Orthopedics,Surgery,25
113089,Dr_3088,Dermatology,Medicine,26
113090,Dr_3089,Dermatology,Diagnostics,21
113091,Dr_3090,Pediatrics,Diagnostics,32
113092,Dr_3091,General Medicine,Diagnostics,15
113093,Dr_3092,General Medicine,Surgery,6
113094,Dr_3093,Pediatrics,Emergency,1
113095,Dr_3094,Dermatology,Diagnostics,24
113096,Dr_3095,Oncology,Emergency,7
